Position,EIN,Organization Name_CLEAN,Space Name,Street,Street 2,City,State,Zip,Contact Name,Contact Title,Contact Email,Parent Organization Website,County,Address,isMultiple,old_lat,old_lon,Check,LAT,LON
117,942457532,Antioch Historical Museum,Space 1,1500 W 4Th S,,Antioch,CA,94509,,,,,Contra Costa,"1500 W 4Th S, Antioch, CA, 94509",Single Space,38.016245,-121.8264825,not,38.016245,-121.8264825
118,680159140,Antioch Rivertown Jamboree Corporation,Space 1,301 W 10th St,Ste 5,Antioch,CA,94509,,,,,Contra Costa,"301 W 10th St, Antioch, CA, 94509",Single Space,38.0107375,-121.8103985,not,38.0107375,-121.8103985
119,412249227,Antioch Strolling Strings,Space 1,213 Longview Ct,,Antioch,CA,94509,,,,,Contra Costa,"213 Longview Ct, Antioch, CA, 94509",Single Space,37.983232,-121.8097316,not,37.983232,-121.8097316
120,271449069,Apa Heritage Foundation,Space 1,101 Lombard St,Apt 305E,San Francisco,CA,94111,,,,,San Francisco,"101 Lombard St, San Francisco, CA, 94111",Single Space,37.80346874,-122.4040784,not,37.80346874,-122.4040784
121,,Api Equality - Northern California,Space 1,17 Walter U. Lum Pl,,San Francisco,CA,94108,,,,,San Francisco,"17 Walter U. Lum Pl, San Francisco, CA, 94108",Single Space,37.7946308,-122.4059162,not,37.7946308,-122.4059162
122,850539520,Apl De Ap Foundation International,Space 1,2740 38Th Ave,,San Francisco,CA,94116,,,,,San Francisco,"2740 38Th Ave, San Francisco, CA, 94116",Single Space,37.7357389,-122.4952762,not,37.7357389,-122.4952762
123,473266839,Apollo Academy For Health And Humanism,Space 1,601 Van Ness Ave,Apt 27,San Francisco,CA,94102,,,,,San Francisco,"601 Van Ness Ave, San Francisco, CA, 94102",Single Space,37.7813858,-122.4214063,not,37.7813858,-122.4214063
124,,Applied Theater Action Institute,Space 1,925 Mission St,STE 109,San Francisco,CA,94103,,,,,San Francisco,"925 Mission St, San Francisco, CA, 94103",Single Space,37.7821537,-122.4066011,not,37.7821537,-122.4066011
125,812823065,Appreciating Diversity Film Series,Space 1,17 Mesa Ave,,Piedmont,CA,94611,,,,,Alameda,"17 Mesa Ave, Piedmont, CA, 94611",Single Space,37.829782,-122.2340196,not,37.829782,-122.2340196
126,205156138,Aquarium of the Bay,Space 1,The Embarcadero & Beach St,Pier 39,San Francisco,CA,94133,Chris Connors,Director of Operations,chrisc@bay.org,http://www.aquariumofthebay.org,San Francisco,"The Embarcadero & Beach St, San Francisco, CA, 94133",Single Space,37.8073668,-122.4074211,not,37.8073668,-122.4074211
127,237334585,Arab Cultural And Community Center,Space 1,2 Plaza Strret,,San Francisco,CA,94116,,,,,San Francisco,"2 Plaza Strret, San Francisco, CA, 94116",Single Space,37.749017,-122.4600016,not,37.749017,-122.4600016
128,201476047,Arab Film Festival,Space 1,3739 Balboa St,Ste 125,San Francisco,CA,94121,,,,,San Francisco,"3739 Balboa St, San Francisco, CA, 94121",Single Space,37.775389,-122.4990422,not,37.775389,-122.4990422
129,943213100,Arab Resource and Organizing Center,Space 1,522 Valenica Street,,San Francisco,CA,94110,,,,,San Francisco,"522 Valenica Street , San Francisco , CA, 94110",Single Space,37.764497,-122.422144,not,37.764497,-122.422144
130,262045416,Arcadians Of Oakland - Skopi,Space 1,18555 Greenridge Ct,,Castro Valley,CA,94552,,,,,Alameda,"18555 Greenridge Ct, Castro Valley, CA, 94552",Single Space,37.7176095,-122.0475969,not,37.7176095,-122.0475969
131,371658947,Archaeological Society Of Hibeh Egypt,Space 1,1274 Apple Ave,,Hayward,CA,94541,,,,,Alameda,"1274 Apple Ave, Hayward, CA, 94541",Single Space,37.6842237,-122.0934455,not,37.6842237,-122.0934455
132,830594355,Archbishop Melketsedek Workneh Foundation,Space 1,4127 Redwood Rd,,Oakland,CA,94619,,,,,Alameda,"4127 Redwood Rd, Oakland, CA, 94619",Single Space,37.7960938,-122.1819916,not,37.7960938,-122.1819916
133,820924765,Archive 48,Space 1,975 Jackson St,,San Francisco,CA,94133,,,,,San Francisco,"975 Jackson St, San Francisco, CA, 94133",Single Space,37.7954233,-122.4110685,not,37.7954233,-122.4110685
134,270229925,Archive Productions,Space 1,2940 16Th St,,San Francisco,CA,94103,,,,,San Francisco,"2940 16Th St, San Francisco, CA, 94103",Single Space,37.7652948,-122.4182607,not,37.7652948,-122.4182607
135,202422653,Areon Flutesorporated,Space 1,55 Taylor St,,San Francisco,CA,94102,,,,,San Francisco,"55 Taylor St, San Francisco, CA, 94102",Single Space,37.7828326,-122.4108502,not,37.7828326,-122.4108502
136,680351651,Arhoolie Foundation,Space 1,10341 San Pablo Ave,,El Cerrito,CA,94530,,,,,Contra Costa,"10341 San Pablo Ave, El Cerrito, CA, 94530",Single Space,37.906839,-122.3059473,not,37.906839,-122.3059473
137,943227839,Army Of Lovers,Space 1,2840A Folsom St,,San Francisco,CA,94110,,,,,San Francisco,"2840A Folsom St, San Francisco, CA, 94110",Single Space,37.7518112,-122.4143641,not,37.7518112,-122.4143641
138,462842022,Ars Minerva,Space 1,3983 Cesar Chavez St,Apt 2,San Francisco,CA,94131,,,,,San Francisco,"3983 Cesar Chavez St, San Francisco, CA, 94131",Single Space,37.7473456,-122.4287822,not,37.7473456,-122.4287822
139,465518130,Ars Urbis,Space 1,405 Shrader St,,San Francisco,CA,94117,,,,,San Francisco,"405 Shrader St, San Francisco, CA, 94117",Single Space,37.77117932,-122.4522776,not,37.77117932,-122.4522776
140,842969008,Art And Resources To Inspire,Space 1,2535 Chateau Way,,Livermore,CA,94550,,,,,Alameda,"2535 Chateau Way, Livermore, CA, 94550",Single Space,37.6717257,-121.7620706,not,37.6717257,-121.7620706
141,863012132,Art Appreciation Data Science,Space 1,333 Bush St,Apt 3801,San Francisco,CA,94104,,,,,San Francisco,"333 Bush St, San Francisco, CA, 94104",Single Space,37.79059199,-122.4030569,not,37.79059199,-122.4030569
142,943176600,Art Between Us,Space 1,2215 Acton St,,Berkeley,CA,94702,,,,,Alameda,"2215 Acton St, Berkeley, CA, 94702",Single Space,37.8664627,-122.283504,not,37.8664627,-122.283504
143,,aRT Cottage,Space 1,2238 Mt. Diablo St,,Concord,CA,94520,,,,,Contra Costa,"2238 Mt. Diablo St, Concord, CA, 94520",Single Space,37.97962329,-122.0361835,not,37.97962329,-122.0361835
144,822805677,Art Guild Of The Delta,Space 1,3130 Balfour Rd Ste D # 221,,Brentwood,CA,94513,,,,,Contra Costa,"3130 Balfour Rd Ste D # 221, Brentwood, CA, 94513",Single Space,37.9239767,-121.7232677,not,37.9239767,-121.7232677
145,884311722,Art Heals Hearts,Space 1,237 Kearny St,,San Francisco,CA,94108,,,,,San Francisco,"237 Kearny St, San Francisco, CA, 94108",Single Space,37.7903143,-122.404181,not,37.7903143,-122.404181
146,872749499,Art Skoolie,Space 1,2021 Fillmore St,Pmb 2196,San Francisco,CA,94115,,,,,San Francisco,"2021 Fillmore St, San Francisco, CA, 94115",Single Space,37.788213,-122.4339738,not,37.788213,-122.4339738
147,942832487,Art Space Development Corporation,Space 1,1695 18th St,,San Francisco,CA,94107,,,info@thickhouse.org,http://thickhouse.org,San Francisco,"1695 18th St, San Francisco, CA, 94107",Single Space,37.7620315,-122.3991527,not,37.7620315,-122.3991527
148,273321428,Art With Impact,Space 1,3271 20th St,,San Francisco,CA,94110,,,,www.artwithimpact.org,San Francisco,"3271 20th St, San Francisco, CA, 94110",Single Space,37.7586939,-122.4140685,not,37.7586939,-122.4140685
149,272306583,Art Works For Change,Space 1,6 Hillwood Pl,,Oakland,CA,94610,,,,,Alameda,"6 Hillwood Pl, Oakland, CA, 94610",Single Space,37.8104316,-122.2253222,not,37.8104316,-122.2253222
150,473698606,Artandtolerance,Space 1,35188 King Ct,,Fremont,CA,94536,,,,,Alameda,"35188 King Ct, Fremont, CA, 94536",Single Space,37.5888494,-121.9991566,not,37.5888494,-121.9991566
151,912039095,Artangels,Space 1,27 Mirabel Ave,,San Francisco,CA,94110,,,,,San Francisco,"27 Mirabel Ave, San Francisco, CA, 94110",Single Space,37.74653736,-122.4170246,not,37.74653736,-122.4170246
152,811971158,Artcelerator,Space 1,3540 Ricks Ave,,Martinez,CA,94553,,,,,Contra Costa,"3540 Ricks Ave, Martinez, CA, 94553",Single Space,37.9994593,-122.1339273,not,37.9994593,-122.1339273
153,863930043,Artillery Ceramics,Space 1,2751 Mission St,,San Francisco,CA,94110,,,,,San Francisco,"2751 Mission St, San Francisco, CA, 94110",Single Space,37.7530633,-122.4181638,not,37.7530633,-122.4181638
154,473064699,Artism Creativity Center,Space 1,12 Quail Xing,,Moraga,CA,94556,,,,,Contra Costa,"12 Quail Xing, Moraga, CA, 94556",Single Space,37.8089175,-122.1156338,not,37.8089175,-122.1156338
155,874273913,Artist Magnet Justice Alliance,Space 1,2820 Broadway,,Oakland,CA,94611,,,,,Alameda,"2820 Broadway, Oakland, CA, 94611",Single Space,37.8166652,-122.2627325,not,37.8166652,-122.2627325
156,832871780,Artistic License A Guild Of Artisans,Space 1,629 Wisconsin St,,San Francisco,CA,94107,,,,,San Francisco,"629 Wisconsin St, San Francisco, CA, 94107",Single Space,37.7589295,-122.3987817,not,37.7589295,-122.3987817
157,237044223,Artists Embassy International,Space 1,1515 Poplar Ave,,Richmond,CA,94805,,,,,Contra Costa,"1515 Poplar Ave, Richmond, CA, 94805",Single Space,37.9412055,-122.3088626,not,37.9412055,-122.3088626
158,862985978,Artists For Eritrea,Space 1,1020 7Th Ave,,Oakland,CA,94606,,,,,Alameda,"1020 7Th Ave, Oakland, CA, 94606",Single Space,37.7924246,-122.2544321,not,37.7924246,-122.2544321
159,943215489,Artists Guild Of San Francisco,Space 1,3801 Third St,#1098,San Francisco,CA,94124,,,,,San Francisco,"3801 Third St, San Francisco, CA, 94124",Single Space,37.742703,-122.387926,not,37.742703,-122.387926
160,364591545,Artists Vocal Ensemble,Space 1,2551 Diamond St,,San Francisco,CA,94131,,,,,San Francisco,"2551 Diamond St, San Francisco, CA, 94131",Single Space,37.73812637,-122.4343855,not,37.73812637,-122.4343855
161,942963210,Artists' Television Access,Space 1,992 Valencia St,,San Francisco,CA,94110,,,,http://www.atasite.org,San Francisco,"992 Valencia St, San Francisco, CA, 94110",Single Space,37.7570401,-122.4214313,not,37.7570401,-122.4214313
162,851829412,Artlife Productions,Space 1,423 Duboce Ave,,San Francisco,CA,94117,,,,,San Francisco,"423 Duboce Ave, San Francisco, CA, 94117",Single Space,37.76938018,-122.4296254,not,37.76938018,-122.4296254
163,834336220,Artpush,Space 1,1429 Grand St,Apt H,Alameda,CA,94501,,,,,Alameda,"1429 Grand St, Alameda, CA, 94501",Single Space,37.7712274,-122.2565561,not,37.7712274,-122.2565561
164,946000509,Arts & Culture Commission of Contra Costa County,"3 Spaces, 2 Buildings",Community Space) 10 Douglas Dr Community Space) 651 Pine St,Suite 250,Martinez,CA,94553,,,,www.ac5.org,Contra Costa,"3 Spaces, 2 Buildings <br> Community Space) 10 Douglas Dr <br> Community Space) 651 Pine St <br> Martinez, CA, 94553",Multiple Spaces,37.9953401,-122.1217142,not,37.9953401,-122.1217142
165,,Arts and Culture Commission El Cerrito,Space 1,10890 San Pablo Ave,,El Cerrito,CA,94530,,,,,Contra Costa,"10890 San Pablo Ave, El Cerrito, CA, 94530",Single Space,37.9156781,-122.3109723,not,37.9156781,-122.3109723
166,,Arts Education Alliance of the Bay Area,Space 1,1446 Market St,,San Francisco,CA,94102,,,,http://www.ArtsEdAlliance.org,San Francisco,"1446 Market St, San Francisco, CA, 94102",Single Space,37.7761733,-122.4185759,not,37.7761733,-122.4185759
167,,Arts for a Better Bay Area,Space 1,934 Brannan St,,San Francisco,CA,94103,,,,http://www.betterbayarea.org,San Francisco,"934 Brannan St, San Francisco, CA, 94103",Single Space,37.771179,-122.4065737,not,37.771179,-122.4065737
168,475281955,Arts For Future,Space 1,39120 Argonaut Way,Ste 756,Fremont,CA,94538,,,,,Alameda,"39120 Argonaut Way, Fremont, CA, 94538",Single Space,37.545017,-121.9887808,not,37.545017,-121.9887808
169,922927845,Arts Humanitas,Space 1,820 Dolores St,,San Francisco,CA,94110,,,,,San Francisco,"820 Dolores St, San Francisco, CA, 94110",Single Space,37.75630705,-122.4257017,not,37.75630705,-122.4257017
170,880905470,Arts Media And Entertainment Institute,Space 1,2041 East St,Pmb 288,Concord,CA,94520,,,,,Contra Costa,"2041 East St, Concord, CA, 94520",Single Space,37.9794524,-122.0321496,not,37.9794524,-122.0321496
171,371429243,Arts Of Fashion Foundation,Space 1,580 California St,Ste 1200,San Francisco,CA,94104,,,,,San Francisco,"580 California St, San Francisco, CA, 94104",Single Space,37.7929676,-122.4041396,not,37.7929676,-122.4041396
172,522368513,ArtSeed,Space 1,4301 Geary Blvd,,San Francisco,CA,94129,,,,www.artseed.org,San Francisco,"4301 Geary Blvd, San Francisco, CA, 94129",Single Space,37.8009646,-122.451433,not,37.8009646,-122.451433
173,943210894,Artship Foundation,Space 1,88 Perry St,Apt 734,San Francisco,CA,94107,,,,,San Francisco,"88 Perry St, San Francisco, CA, 94107",Single Space,37.7824047,-122.3966785,not,37.7824047,-122.3966785
174,943148481,Artspan,Space 1,934 Brannan St,,San Francisco,CA,94103,,,,,San Francisco,"934 Brannan St, San Francisco, CA, 94103",Single Space,37.771179,-122.4065737,not,37.771179,-122.4065737
175,821869139,Ashavari Performing Arts,Space 1,5006 Mattos Ct,,Fremont,CA,94536,,,,,Alameda,"5006 Mattos Ct, Fremont, CA, 94536",Single Space,37.5408093,-122.0079357,not,37.5408093,-122.0079357
176,943268992,Ashkenaz Music & Dance Community Center,"2 Spaces, 1 Building",1317 San Pablo Ave,,Berkeley,CA,94702,Kathy Reyes,Studio Manager,studio@ashkenaz.com,http://www.Ashkenaz.com,Alameda,"2 Spaces, 1 Building <br> 1317 San Pablo Ave, Berkeley, CA, 94702",Multiple Spaces,37.8801346,-122.2953371,not,37.8801346,-122.2953371
177,,Ashmolean Singers,Space 1,1001 Golden Rain Rd.,,Walnut Creek,CA,94595,,,,,Contra Costa,"1001 Golden Rain Rd., Walnut Creek, CA, 94595",Single Space,37.8705911,-122.0738371,not,37.8705911,-122.0738371
178,464593418,Asian America Foundation,Space 1,1376 Broadway,,San Francisco,CA,94109,,,,,San Francisco,"1376 Broadway, San Francisco, CA, 94109",Single Space,37.7964617,-122.4197094,not,37.7964617,-122.4197094
179,204544106,Asian American Women Artists Association,Space 1,1890 Bryant St,#302,San Francisco,CA,94110,,,,www.aawaa.net,San Francisco,"1890 Bryant St, San Francisco, CA, 94110",Single Space,37.7632929,-122.4107448,not,37.7632929,-122.4107448
180,941704765,Asian Art Museum Foundation,Space 1,200 Larkin St,,San Francisco,CA,94102,,,,www.asianart.org,San Francisco,"200 Larkin St, San Francisco, CA, 94102",Single Space,37.7802155,-122.4160258,not,37.7802155,-122.4160258
181,260542628,Asian Community Culturalassociation Of San Leandro,Space 1,15127 Inverness St,,San Leandro,CA,94579,,,,,Alameda,"15127 Inverness St, San Leandro, CA, 94579",Single Space,37.6891399,-122.1532832,not,37.6891399,-122.1532832
182,941156485,Asian Contemporary Arts Consortium San Francisco,Space 1,1111 Eighth St,,San Francisco,CA,94107,,,,,San Francisco,"1111 Eighth St, San Francisco, CA, 94107",Single Space,37.76727091,-122.4003211,not,37.76727091,-122.4003211
183,912063104,Asian Improv aRts,Space 1,456 Montgomery St,Suite 1350,San Francisco,CA,94104,,,,www.asianimprov.org,San Francisco,"456 Montgomery St, San Francisco, CA, 94104",Single Space,37.7934734,-122.4026668,not,37.7934734,-122.4026668
184,462288278,Asian Pacific Institute On Gender-Based Violence,Space 1,500 12Th St Ste 330,,Oakland,CA,94607,,,,,Alameda,"500 12Th St Ste 330, Oakland, CA, 94607",Single Space,37.8039629,-122.2735039,not,37.8039629,-122.2735039
185,943295968,Asian Pacific Islander Cultural Center,Space 1,934 Brannan St,,San Francisco,CA,94103,,,,www.apiculturalcenter.org,San Francisco,"934 Brannan St, San Francisco, CA, 94103",Single Space,37.771179,-122.4065737,not,37.771179,-122.4065737
186,833372795,Asian Performing Arts Program Of San Francisco,Space 1,58 West Portal Ave,,San Francisco,CA,94127,,,,,San Francisco,"58 West Portal Ave, San Francisco, CA, 94127",Single Space,37.7403627,-122.4667485,not,37.7403627,-122.4667485
187,,Asian Prisoner Support Committee,Space 1,416 8th St,,Oakland,CA,95822,,,,www.asianprisonersupport.org,Alameda,"416 8th St, Oakland, CA, 95822",Single Space,37.79995991,-122.2729669,not,37.79995991,-122.2729669
188,201719535,Asianweek Foundation,Space 1,809 Sacramento St,Ste 320,San Francisco,CA,94104,,,,,San Francisco,"809 Sacramento St, San Francisco, CA, 94104",Single Space,37.7931832,-122.4063439,not,37.7931832,-122.4063439
189,862553372,Askenaz Judaica Artifact Estate,Space 1,245 Stonewall Rd,,Berkeley,CA,94705,,,,,Alameda,"245 Stonewall Rd, Berkeley, CA, 94705",Single Space,37.8623788,-122.2415765,not,37.8623788,-122.2415765
190,760778012,Asociacion Mayab,Space 1,3261 23Rd St,Room 202,San Francisco,CA,94103,,,,,San Francisco,"3261 23Rd St, San Francisco, CA, 94103",Single Space,37.7536605,-122.4177092,not,37.7536605,-122.4177092
191,473306977,Association For Cultural Exchange And Service,Space 1,181 Margaret Ave,,San Francisco,CA,94112,,,,,San Francisco,"181 Margaret Ave, San Francisco, CA, 94112",Single Space,37.71623614,-122.4532807,not,37.71623614,-122.4532807
192,930830589,Association For The Preservation Of The Presidential Yacht Potomac,Space 1,540 Water St,,Oakland,CA,94607,,,,,Alameda,"540 Water St, Oakland, CA, 94607",Single Space,37.79545622,-122.2789095,not,37.79545622,-122.2789095
193,943248929,Association Of Chinese Cooking Teachers,Space 1,340 Alpha St,,San Francisco,CA,94134,,,,,San Francisco,"340 Alpha St, San Francisco, CA, 94134",Single Space,37.7128176,-122.405232,not,37.7128176,-122.405232
194,863991594,Association Of Ramaytush Ohlone,Space 1,2 Marina Blvd,Bldg C Ste 260,San Francisco,CA,94123,,,,,San Francisco,"2 Marina Blvd, San Francisco, CA, 94123",Single Space,37.80524538,-122.432104,not,37.80524538,-122.432104
195,814991611,Association Of Traditional Hooking Artists,Space 1,3094 Oakes Dr,,Hayward,CA,94542,,,,,Alameda,"3094 Oakes Dr, Hayward, CA, 94542",Single Space,37.6636411,-122.0455947,not,37.6636411,-122.0455947
196,371610881,Association To Honor China And Wwii Soldiers,Space 1,135 Valencia St,Apt A406,San Francisco,CA,94103,,,,,San Francisco,"135 Valencia St, San Francisco, CA, 94103",Single Space,37.7712368,-122.4223008,not,37.7712368,-122.4223008
197,942883456,Aswan Dancers,Space 1,829 Elizabeth St,,San Francisco,CA,94114,,,,,San Francisco,"829 Elizabeth St, San Francisco, CA, 94114",Single Space,37.7515322,-122.4393787,not,37.7515322,-122.4393787
198,,Athletic PlayGround,Space 1,4770 San Pablo Ave,Unit E,Emeryville,CA,94608,Athletic PlayGround,Office,info@athleticplayground.com,http://www.athleticplayground.com,Alameda,"4770 San Pablo Ave, Emeryville, CA, 94608",Single Space,37.8361884,-122.2813408,not,37.8361884,-122.2813408
199,273239800,Atlantic Arts Museum,Space 1,101 Ygnacio Valley Rd,Ste 320,Walnut Creek,CA,94596,,,,,Contra Costa,"101 Ygnacio Valley Rd, Walnut Creek, CA, 94596",Single Space,37.9039116,-122.0691293,not,37.9039116,-122.0691293
200,260158219,Atmostheatre,Space 1,1261 8th Ave,Apt 102,San Francisco,CA,94122,,,,,San Francisco,"1261 8th Ave, San Francisco, CA, 94122",Single Space,37.76476316,-122.465619,not,37.76476316,-122.465619
201,943178158,Attitudinal Healing Connection (The Center For ArtEsteem),Space 1,3111 West Street,,Oakland,CA,94608,,,,www.ahc-oakland.org,Alameda,"3111 West Street, Oakland, CA, 94608",Single Space,37.882153,-122.27344,not,37.882153,-122.27344
202,943100750,Au Co Mid Autumn Festival,Space 1,570 Ellis St,,San Francisco,CA,94109,,,,aucocenter.org,San Francisco,"570 Ellis St, San Francisco, CA, 94109",Single Space,37.7846723,-122.4155969,not,37.7846723,-122.4155969
203,943100750,Au Co Vietnamese Cultural Center,Space 1,350 Girard St,,San Francisco,CA,94134,,,,aucocenter.org,San Francisco,"350 Girard St, San Francisco, CA, 94134",Single Space,37.7277718,-122.4054868,not,37.7277718,-122.4054868
